replay_index,image,frame_id,host_monotonic_s,frame_gap8_timestamp,inference_ms,max_q,max_probability,mean_probability,center_q,center_probability,center_unsafe,obstacle_cells,largest_cluster,deployed_obstacle_cells,deployed_largest_cluster,box_source,box_cells,box_x0,box_y0,box_x1,box_y1,avoidance_side,line_grid_x,line_pixel_x,q_map_8x10,probability_map_8x10,unsafe_map_8x10
28,frames/frame_000028.pgm,253,8.710940,17398834,3.262,62,0.990091,0.419671,61,0.986123,1,28,28,57,56,target,28,0,2,7,8,right,7,112,37 33 34 34 40 41 43 37 43 36 43 44 46 44 46 49 49 44 44 37 50 51 56 58 62 58 56 46 40 36 51 54 57 55 56 62 58 45 44 37 49 51 60 57 58 61 56 46 40 35 45 49 58 61 52 55 51 42 39 41 40 43 54 59 52 44 42 38 41 40 37 43 47 53 46 45 44 41 45 40,0.019542 0.005073 0.007119 0.007119 0.052496 0.072272 0.133460 0.019542 0.133460 0.013977 0.133460 0.178006 0.299784 0.178006 0.299784 0.543404 0.543404 0.178006 0.178006 0.019542 0.625942 0.701749 0.928217 0.962356 0.990091 0.962356 0.928217 0.299784 0.052496 0.013977 0.701749 0.867384 0.947867 0.901927 0.928217 0.990091 0.962356 0.233416 0.178006 0.019542 0.543404 0.701749 0.980598 0.947867 0.962356 0.986123 0.928217 0.299784 0.052496 0.009981 0.233416 0.543404 0.962356 0.986123 0.767890 0.901927 0.701749 0.098722 0.037910 0.072272 0.052496 0.133460 0.867384 0.972933 0.767890 0.178006 0.098722 0.027260 0.072272 0.052496 0.019542 0.133460 0.375772 0.823062 0.299784 0.233416 0.178006 0.072272 0.233416 0.052496,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
29,frames/frame_000029.pgm,3,9.286084,17598815,2.635,56,0.928217,0.238238,44,0.178006,0,14,14,36,36,largest,14,0,2,5,6,none,-1,-1,32 34 33 37 36 41 36 34 28 30 46 48 48 47 46 43 40 36 28 30 53 52 54 52 52 45 40 36 32 31 55 54 53 54 52 48 43 37 33 30 52 53 55 49 47 44 41 35 32 31 48 50 56 46 42 42 38 37 33 35 42 43 50 43 38 38 37 32 32 37 39 38 43 38 39 37 35 34 37 35,0.003614 0.007119 0.005073 0.019542 0.013977 0.072272 0.013977 0.007119 0.000927 0.001831 0.299784 0.458412 0.458412 0.375772 0.299784 0.133460 0.052496 0.013977 0.000927 0.001831 0.823062 0.767890 0.867384 0.767890 0.767890 0.233416 0.052496 0.013977 0.003614 0.002573 0.901927 0.867384 0.823062 0.867384 0.767890 0.458412 0.133460 0.019542 0.005073 0.001831 0.767890 0.823062 0.901927 0.543404 0.375772 0.178006 0.072272 0.009981 0.003614 0.002573 0.458412 0.625942 0.928217 0.299784 0.098722 0.098722 0.027260 0.019542 0.005073 0.009981 0.098722 0.133460 0.625942 0.133460 0.027260 0.027260 0.019542 0.003614 0.003614 0.019542 0.037910 0.027260 0.133460 0.027260 0.037910 0.019542 0.009981 0.007119 0.019542 0.009981,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30,frames/frame_000030.pgm,10,9.780668,17832122,3.033,51,0.701749,0.156629,45,0.233416,0,2,1,35,35,largest,1,0,3,1,4,none,-1,-1,33 32 31 35 36 41 41 39 33 33 42 43 41 42 42 43 41 41 33 34 48 49 48 46 49 45 43 41 36 36 51 49 45 46 49 48 43 41 36 31 47 48 49 45 47 45 43 37 34 32 46 47 51 45 44 40 39 39 34 35 42 43 48 45 40 41 37 35 34 37 37 37 41 37 40 40 38 36 38 35,0.005073 0.003614 0.002573 0.009981 0.013977 0.072272 0.072272 0.037910 0.005073 0.005073 0.098722 0.133460 0.072272 0.098722 0.098722 0.133460 0.072272 0.072272 0.005073 0.007119 0.458412 0.543404 0.458412 0.299784 0.543404 0.233416 0.133460 0.072272 0.013977 0.013977 0.701749 0.543404 0.233416 0.299784 0.543404 0.458412 0.133460 0.072272 0.013977 0.002573 0.375772 0.458412 0.543404 0.233416 0.375772 0.233416 0.133460 0.019542 0.007119 0.003614 0.299784 0.375772 0.701749 0.233416 0.178006 0.052496 0.037910 0.037910 0.007119 0.009981 0.098722 0.133460 0.458412 0.233416 0.052496 0.072272 0.019542 0.009981 0.007119 0.019542 0.019542 0.019542 0.072272 0.019542 0.052496 0.052496 0.027260 0.013977 0.027260 0.009981,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31,frames/frame_000031.pgm,14,9.975228,17965454,2.992,54,0.867384,0.143072,47,0.375772,0,4,4,38,38,largest,4,4,2,6,5,none,-1,-1,34 30 30 35 38 42 40 39 32 33 40 39 37 41 44 45 43 41 35 37 43 43 42 46 51 49 45 43 36 40 46 44 42 46 54 51 46 42 37 36 44 46 44 45 51 47 42 41 36 34 45 45 45 42 46 44 40 41 36 36 44 45 46 42 41 41 38 37 36 39 42 41 41 38 41 41 39 36 38 36,0.007119 0.001831 0.001831 0.009981 0.027260 0.098722 0.052496 0.037910 0.003614 0.005073 0.052496 0.037910 0.019542 0.072272 0.178006 0.233416 0.133460 0.072272 0.009981 0.019542 0.133460 0.133460 0.098722 0.299784 0.701749 0.543404 0.233416 0.133460 0.013977 0.052496 0.299784 0.178006 0.098722 0.299784 0.867384 0.701749 0.299784 0.098722 0.019542 0.013977 0.178006 0.299784 0.178006 0.233416 0.701749 0.375772 0.098722 0.072272 0.013977 0.007119 0.233416 0.233416 0.233416 0.098722 0.299784 0.178006 0.052496 0.072272 0.013977 0.013977 0.178006 0.233416 0.299784 0.098722 0.072272 0.072272 0.027260 0.019542 0.013977 0.037910 0.098722 0.072272 0.072272 0.027260 0.072272 0.072272 0.037910 0.013977 0.027260 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32,frames/frame_000032.pgm,25,10.047119,18332092,2.737,56,0.928217,0.314506,45,0.233416,0,12,8,62,61,largest,8,3,1,5,6,none,-1,-1,40 38 36 39 42 41 39 37 36 36 46 44 45 51 49 46 44 41 40 38 50 48 48 56 55 47 46 44 41 43 53 47 49 52 53 48 44 43 40 41 54 45 48 53 52 45 45 41 37 43 54 46 50 51 48 42 44 42 42 46 51 48 47 47 45 43 43 41 43 45 42 45 44 46 47 49 49 46 46 45,0.052496 0.027260 0.013977 0.037910 0.098722 0.072272 0.037910 0.019542 0.013977 0.013977 0.299784 0.178006 0.233416 0.701749 0.543404 0.299784 0.178006 0.072272 0.052496 0.027260 0.625942 0.458412 0.458412 0.928217 0.901927 0.375772 0.299784 0.178006 0.072272 0.133460 0.823062 0.375772 0.543404 0.767890 0.823062 0.458412 0.178006 0.133460 0.052496 0.072272 0.867384 0.233416 0.458412 0.823062 0.767890 0.233416 0.233416 0.072272 0.019542 0.133460 0.867384 0.299784 0.625942 0.701749 0.458412 0.098722 0.178006 0.098722 0.098722 0.299784 0.701749 0.458412 0.375772 0.375772 0.233416 0.133460 0.133460 0.072272 0.133460 0.233416 0.098722 0.233416 0.178006 0.299784 0.375772 0.543404 0.543404 0.299784 0.299784 0.233416,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
33,frames/frame_000033.pgm,36,10.253681,18698699,3.089,52,0.767890,0.162196,43,0.133460,0,2,2,49,49,largest,2,4,2,5,4,none,-1,-1,37 34 35 38 41 42 40 38 36 36 42 39 40 45 46 45 43 41 40 40 45 42 41 49 51 45 45 43 40 45 48 41 44 49 52 46 43 41 41 43 48 41 43 47 48 43 42 40 37 44 49 43 44 45 44 40 44 41 41 44 44 45 42 42 43 41 41 40 40 42 38 42 37 42 45 44 44 42 44 42,0.019542 0.007119 0.009981 0.027260 0.072272 0.098722 0.052496 0.027260 0.013977 0.013977 0.098722 0.037910 0.052496 0.233416 0.299784 0.233416 0.133460 0.072272 0.052496 0.052496 0.233416 0.098722 0.072272 0.543404 0.701749 0.233416 0.233416 0.133460 0.052496 0.233416 0.458412 0.072272 0.178006 0.543404 0.767890 0.299784 0.133460 0.072272 0.072272 0.133460 0.458412 0.072272 0.133460 0.375772 0.458412 0.133460 0.098722 0.052496 0.019542 0.178006 0.543404 0.133460 0.178006 0.233416 0.178006 0.052496 0.178006 0.072272 0.072272 0.178006 0.178006 0.233416 0.098722 0.098722 0.133460 0.072272 0.072272 0.052496 0.052496 0.098722 0.027260 0.098722 0.019542 0.098722 0.233416 0.178006 0.178006 0.098722 0.178006 0.098722,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34,frames/frame_000034.pgm,55,10.377790,19332000,2.831,64,0.994963,0.486352,59,0.972933,1,33,33,56,56,target,33,0,1,7,8,right,7,112,39 34 31 35 36 31 34 37 40 39 44 44 49 49 51 47 43 41 45 42 50 52 56 57 64 64 57 43 47 41 53 54 59 59 59 59 56 47 47 39 54 54 57 58 59 59 58 48 44 37 51 50 56 57 60 62 57 48 41 39 43 47 50 51 56 62 59 43 38 40 36 39 40 41 48 55 54 45 39 40,0.037910 0.007119 0.002573 0.009981 0.013977 0.002573 0.007119 0.019542 0.052496 0.037910 0.178006 0.178006 0.543404 0.543404 0.701749 0.375772 0.133460 0.072272 0.233416 0.098722 0.625942 0.767890 0.928217 0.947867 0.994963 0.994963 0.947867 0.133460 0.375772 0.072272 0.823062 0.867384 0.972933 0.972933 0.972933 0.972933 0.928217 0.375772 0.375772 0.037910 0.867384 0.867384 0.947867 0.962356 0.972933 0.972933 0.962356 0.458412 0.178006 0.019542 0.701749 0.625942 0.928217 0.947867 0.980598 0.990091 0.947867 0.458412 0.072272 0.037910 0.133460 0.375772 0.625942 0.701749 0.928217 0.990091 0.972933 0.133460 0.027260 0.052496 0.013977 0.037910 0.052496 0.072272 0.458412 0.901927 0.867384 0.233416 0.037910 0.052496,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0
35,frames/frame_000035.pgm,67,10.440804,19731964,9.981,57,0.947867,0.269034,53,0.823062,1,15,15,37,37,target,15,5,1,10,6,left,5,80,31 24 21 24 29 36 40 39 40 36 32 28 24 26 34 47 51 54 52 47 30 30 29 28 35 48 50 51 54 49 32 30 31 27 31 49 54 56 57 51 34 29 31 30 33 53 56 56 54 50 35 30 31 34 41 50 56 53 48 46 34 35 36 41 44 48 49 48 44 42 35 37 36 43 47 48 46 43 42 40,0.002573 0.000237 0.000085 0.000237 0.001303 0.013977 0.052496 0.037910 0.052496 0.013977 0.003614 0.000927 0.000237 0.000469 0.007119 0.375772 0.701749 0.867384 0.767890 0.375772 0.001831 0.001831 0.001303 0.000927 0.009981 0.458412 0.625942 0.701749 0.867384 0.543404 0.003614 0.001831 0.002573 0.000659 0.002573 0.543404 0.867384 0.928217 0.947867 0.701749 0.007119 0.001303 0.002573 0.001831 0.005073 0.823062 0.928217 0.928217 0.867384 0.625942 0.009981 0.001831 0.002573 0.007119 0.072272 0.625942 0.928217 0.823062 0.458412 0.299784 0.007119 0.009981 0.013977 0.072272 0.178006 0.458412 0.543404 0.458412 0.178006 0.098722 0.009981 0.019542 0.013977 0.133460 0.375772 0.458412 0.299784 0.133460 0.098722 0.052496,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
36,frames/frame_000036.pgm,73,10.459233,19931945,2.810,53,0.823062,0.154414,35,0.009981,0,6,6,26,26,largest,6,8,2,10,6,none,-1,-1,35 33 33 31 29 31 33 34 38 39 35 36 35 34 32 33 36 43 44 48 35 34 36 37 33 34 38 44 49 52 39 34 33 37 34 31 37 47 52 53 39 37 35 38 36 35 40 50 53 51 40 36 37 38 39 41 41 49 53 48 38 39 37 39 44 44 45 47 50 45 40 37 35 37 42 44 46 46 47 38,0.009981 0.005073 0.005073 0.002573 0.001303 0.002573 0.005073 0.007119 0.027260 0.037910 0.009981 0.013977 0.009981 0.007119 0.003614 0.005073 0.013977 0.133460 0.178006 0.458412 0.009981 0.007119 0.013977 0.019542 0.005073 0.007119 0.027260 0.178006 0.543404 0.767890 0.037910 0.007119 0.005073 0.019542 0.007119 0.002573 0.019542 0.375772 0.767890 0.823062 0.037910 0.019542 0.009981 0.027260 0.013977 0.009981 0.052496 0.625942 0.823062 0.701749 0.052496 0.013977 0.019542 0.027260 0.037910 0.072272 0.072272 0.543404 0.823062 0.458412 0.027260 0.037910 0.019542 0.037910 0.178006 0.178006 0.233416 0.375772 0.625942 0.233416 0.052496 0.019542 0.009981 0.019542 0.098722 0.178006 0.299784 0.299784 0.375772 0.027260,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37,frames/frame_000037.pgm,77,10.498208,20065246,2.872,43,0.133460,0.019260,33,0.005073,0,0,0,4,2,none,0,-1,-1,-1,-1,none,-1,-1,31 30 29 30 28 28 28 30 31 35 31 32 29 31 29 27 29 31 33 35 29 31 32 34 33 29 31 32 34 40 33 36 35 38 36 33 30 25 29 39 36 37 38 40 37 33 28 26 27 43 39 39 36 40 37 36 33 34 33 43 39 42 38 39 37 36 35 33 37 41 40 43 38 38 39 36 35 32 37 36,0.002573 0.001831 0.001303 0.001831 0.000927 0.000927 0.000927 0.001831 0.002573 0.009981 0.002573 0.003614 0.001303 0.002573 0.001303 0.000659 0.001303 0.002573 0.005073 0.009981 0.001303 0.002573 0.003614 0.007119 0.005073 0.001303 0.002573 0.003614 0.007119 0.052496 0.005073 0.013977 0.009981 0.027260 0.013977 0.005073 0.001831 0.000334 0.001303 0.037910 0.013977 0.019542 0.027260 0.052496 0.019542 0.005073 0.000927 0.000469 0.000659 0.133460 0.037910 0.037910 0.013977 0.052496 0.019542 0.013977 0.005073 0.007119 0.005073 0.133460 0.037910 0.098722 0.027260 0.037910 0.019542 0.013977 0.009981 0.005073 0.019542 0.072272 0.052496 0.133460 0.027260 0.027260 0.037910 0.013977 0.009981 0.003614 0.019542 0.013977,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
38,frames/frame_000038.pgm,83,10.516317,20265228,2.863,45,0.233416,0.045548,34,0.007119,0,0,0,14,7,none,0,-1,-1,-1,-1,none,-1,-1,36 34 32 29 27 26 26 27 29 33 38 37 35 37 31 26 29 29 33 40 36 33 35 37 36 31 31 30 36 44 39 36 37 38 37 32 29 26 34 44 39 37 37 40 36 34 33 31 36 45 42 38 39 40 40 40 41 38 38 44 41 44 42 42 41 42 43 39 42 44 42 41 41 41 40 41 41 39 44 41,0.013977 0.007119 0.003614 0.001303 0.000659 0.000469 0.000469 0.000659 0.001303 0.005073 0.027260 0.019542 0.009981 0.019542 0.002573 0.000469 0.001303 0.001303 0.005073 0.052496 0.013977 0.005073 0.009981 0.019542 0.013977 0.002573 0.002573 0.001831 0.013977 0.178006 0.037910 0.013977 0.019542 0.027260 0.019542 0.003614 0.001303 0.000469 0.007119 0.178006 0.037910 0.019542 0.019542 0.052496 0.013977 0.007119 0.005073 0.002573 0.013977 0.233416 0.098722 0.027260 0.037910 0.052496 0.052496 0.052496 0.072272 0.027260 0.027260 0.178006 0.072272 0.178006 0.098722 0.098722 0.072272 0.098722 0.133460 0.037910 0.098722 0.178006 0.098722 0.072272 0.072272 0.072272 0.052496 0.072272 0.072272 0.037910 0.178006 0.072272,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
39,frames/frame_000039.pgm,86,10.656296,20365234,4.734,47,0.375772,0.047170,33,0.005073,0,0,0,14,8,none,0,-1,-1,-1,-1,none,-1,-1,36 35 32 31 26 24 25 26 28 32 41 39 39 39 30 25 26 27 33 38 42 38 38 39 33 29 28 30 35 42 45 40 40 41 38 32 27 26 32 39 47 43 44 44 35 33 33 29 35 42 44 41 43 41 38 37 38 37 36 42 41 43 41 42 39 39 38 36 40 41 42 41 40 39 38 37 36 36 41 39,0.013977 0.009981 0.003614 0.002573 0.000469 0.000237 0.000334 0.000469 0.000927 0.003614 0.072272 0.037910 0.037910 0.037910 0.001831 0.000334 0.000469 0.000659 0.005073 0.027260 0.098722 0.027260 0.027260 0.037910 0.005073 0.001303 0.000927 0.001831 0.009981 0.098722 0.233416 0.052496 0.052496 0.072272 0.027260 0.003614 0.000659 0.000469 0.003614 0.037910 0.375772 0.133460 0.178006 0.178006 0.009981 0.005073 0.005073 0.001303 0.009981 0.098722 0.178006 0.072272 0.133460 0.072272 0.027260 0.019542 0.027260 0.019542 0.013977 0.098722 0.072272 0.133460 0.072272 0.098722 0.037910 0.037910 0.027260 0.013977 0.052496 0.072272 0.098722 0.072272 0.052496 0.037910 0.027260 0.019542 0.013977 0.013977 0.072272 0.037910,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40,frames/frame_000040.pgm,88,10.665802,20431884,2.745,49,0.543404,0.110354,37,0.019542,0,0,0,38,38,none,0,-1,-1,-1,-1,none,-1,-1,38 34 33 32 31 29 28 27 30 31 42 38 37 39 34 28 31 33 36 39 43 37 38 40 37 32 33 33 37 43 47 41 41 41 40 35 32 33 38 43 49 46 45 45 40 37 37 36 41 43 49 43 45 44 43 43 42 43 42 46 46 47 46 47 43 43 44 43 45 45 43 44 43 44 42 42 40 41 45 42,0.027260 0.007119 0.005073 0.003614 0.002573 0.001303 0.000927 0.000659 0.001831 0.002573 0.098722 0.027260 0.019542 0.037910 0.007119 0.000927 0.002573 0.005073 0.013977 0.037910 0.133460 0.019542 0.027260 0.052496 0.019542 0.003614 0.005073 0.005073 0.019542 0.133460 0.375772 0.072272 0.072272 0.072272 0.052496 0.009981 0.003614 0.005073 0.027260 0.133460 0.543404 0.299784 0.233416 0.233416 0.052496 0.019542 0.019542 0.013977 0.072272 0.133460 0.543404 0.133460 0.233416 0.178006 0.133460 0.133460 0.098722 0.133460 0.098722 0.299784 0.299784 0.375772 0.299784 0.375772 0.133460 0.133460 0.178006 0.133460 0.233416 0.233416 0.133460 0.178006 0.133460 0.178006 0.098722 0.098722 0.052496 0.072272 0.233416 0.098722,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
41,frames/frame_000041.pgm,89,10.683617,20465209,2.757,51,0.701749,0.138937,39,0.037910,0,1,1,42,42,largest,1,0,4,1,5,none,-1,-1,39 35 35 32 31 30 30 27 30 31 44 40 40 40 36 29 32 32 37 38 44 40 40 43 38 34 33 34 38 43 49 41 42 45 44 37 33 34 38 43 51 46 47 48 43 39 38 36 40 43 49 44 46 45 45 43 42 42 41 46 47 48 48 47 44 43 44 42 45 44 44 45 45 45 43 43 40 41 45 42,0.037910 0.009981 0.009981 0.003614 0.002573 0.001831 0.001831 0.000659 0.001831 0.002573 0.178006 0.052496 0.052496 0.052496 0.013977 0.001303 0.003614 0.003614 0.019542 0.027260 0.178006 0.052496 0.052496 0.133460 0.027260 0.007119 0.005073 0.007119 0.027260 0.133460 0.543404 0.072272 0.098722 0.233416 0.178006 0.019542 0.005073 0.007119 0.027260 0.133460 0.701749 0.299784 0.375772 0.458412 0.133460 0.037910 0.027260 0.013977 0.052496 0.133460 0.543404 0.178006 0.299784 0.233416 0.233416 0.133460 0.098722 0.098722 0.072272 0.299784 0.375772 0.458412 0.458412 0.375772 0.178006 0.133460 0.178006 0.098722 0.233416 0.178006 0.178006 0.233416 0.233416 0.233416 0.133460 0.133460 0.052496 0.072272 0.233416 0.098722,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42,frames/frame_000042.pgm,93,10.701450,20598541,3.248,51,0.701749,0.144067,35,0.009981,0,1,1,39,39,largest,1,9,3,10,4,none,-1,-1,37 32 33 31 29 30 31 30 31 32 39 37 37 39 33 30 33 32 37 43 40 37 38 40 36 34 34 35 40 50 45 41 40 40 39 34 32 33 41 51 47 45 43 44 38 35 36 35 42 50 49 43 43 43 41 42 42 42 44 48 48 49 45 45 42 43 44 44 48 48 46 48 46 45 43 43 43 44 48 43,0.019542 0.003614 0.005073 0.002573 0.001303 0.001831 0.002573 0.001831 0.002573 0.003614 0.037910 0.019542 0.019542 0.037910 0.005073 0.001831 0.005073 0.003614 0.019542 0.133460 0.052496 0.019542 0.027260 0.052496 0.013977 0.007119 0.007119 0.009981 0.052496 0.625942 0.233416 0.072272 0.052496 0.052496 0.037910 0.007119 0.003614 0.005073 0.072272 0.701749 0.375772 0.233416 0.133460 0.178006 0.027260 0.009981 0.013977 0.009981 0.098722 0.625942 0.543404 0.133460 0.133460 0.133460 0.072272 0.098722 0.098722 0.098722 0.178006 0.458412 0.458412 0.543404 0.233416 0.233416 0.098722 0.133460 0.178006 0.178006 0.458412 0.458412 0.299784 0.458412 0.299784 0.233416 0.133460 0.133460 0.133460 0.178006 0.458412 0.133460,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43,frames/frame_000043.pgm,94,10.765781,20631866,2.970,49,0.543404,0.108675,36,0.013977,0,0,0,32,32,none,0,-1,-1,-1,-1,none,-1,-1,37 32 31 30 28 28 28 27 28 31 41 37 36 37 33 28 32 29 33 40 43 36 34 38 36 33 35 33 37 45 46 39 37 38 39 35 31 30 35 44 45 43 41 43 37 36 35 33 38 45 47 42 44 44 41 40 40 39 39 44 47 49 47 47 43 43 42 40 43 44 45 49 49 47 46 45 43 43 45 42,0.019542 0.003614 0.002573 0.001831 0.000927 0.000927 0.000927 0.000659 0.000927 0.002573 0.072272 0.019542 0.013977 0.019542 0.005073 0.000927 0.003614 0.001303 0.005073 0.052496 0.133460 0.013977 0.007119 0.027260 0.013977 0.005073 0.009981 0.005073 0.019542 0.233416 0.299784 0.037910 0.019542 0.027260 0.037910 0.009981 0.002573 0.001831 0.009981 0.178006 0.233416 0.133460 0.072272 0.133460 0.019542 0.013977 0.009981 0.005073 0.027260 0.233416 0.375772 0.098722 0.178006 0.178006 0.072272 0.052496 0.052496 0.037910 0.037910 0.178006 0.375772 0.543404 0.375772 0.375772 0.133460 0.133460 0.098722 0.052496 0.133460 0.178006 0.233416 0.543404 0.543404 0.375772 0.299784 0.233416 0.133460 0.133460 0.233416 0.098722,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
44,frames/frame_000044.pgm,95,10.809461,20665191,3.143,48,0.458412,0.097467,35,0.009981,0,0,0,29,29,none,0,-1,-1,-1,-1,none,-1,-1,37 32 32 30 28 27 28 26 28 34 41 37 35 36 31 26 31 28 34 41 42 37 35 36 33 29 31 30 36 44 47 40 39 38 37 33 27 27 34 43 46 43 43 43 37 35 34 32 38 46 47 41 43 44 41 39 38 38 39 46 45 47 46 45 41 41 41 40 44 45 45 48 47 46 44 44 42 42 46 44,0.019542 0.003614 0.003614 0.001831 0.000927 0.000659 0.000927 0.000469 0.000927 0.007119 0.072272 0.019542 0.009981 0.013977 0.002573 0.000469 0.002573 0.000927 0.007119 0.072272 0.098722 0.019542 0.009981 0.013977 0.005073 0.001303 0.002573 0.001831 0.013977 0.178006 0.375772 0.052496 0.037910 0.027260 0.019542 0.005073 0.000659 0.000659 0.007119 0.133460 0.299784 0.133460 0.133460 0.133460 0.019542 0.009981 0.007119 0.003614 0.027260 0.299784 0.375772 0.072272 0.133460 0.178006 0.072272 0.037910 0.027260 0.027260 0.037910 0.299784 0.233416 0.375772 0.299784 0.233416 0.072272 0.072272 0.072272 0.052496 0.178006 0.233416 0.233416 0.458412 0.375772 0.299784 0.178006 0.178006 0.098722 0.098722 0.299784 0.178006,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
